id,name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1000070,Worker 70,,,,"Test1
(25/01/2026-31/01/2026)",,"Test2
(08/02/2026-14/02/2026)",,"Kitchen
(22/02/2026-28/02/2026)",,,,,,"Training
(05/04/2026-11/04/2026)","Maintenance
(12/04/2026-18/04/2026)","Training
(19/04/2026-25/04/2026)",,,"Security
(10/05/2026-16/05/2026)",,,,,,,,,,"Maintenance
(19/07/2026-25/07/2026)",,,,,,,,"Maintenance
(13/09/2026-19/09/2026)","Guarding Duties
(20/09/2026-26/09/2026)",,,,,"Test2
(25/10/2026-31/10/2026)",,,"Cleaning
(15/11/2026-21/11/2026)",,"RASAR
(29/11/2026-05/12/2026)",,,,
1000071,Worker 71,"Guarding Duties
(04/01/2026-10/01/2026)",,"Test3
(18/01/2026-24/01/2026)","Maintenance
(25/01/2026-31/01/2026)",,,,,"Test2
(01/03/2026-07/03/2026)","Test2
(08/03/2026-14/03/2026)",,"Security
(22/03/2026-28/03/2026)","RASAR
(29/03/2026-04/04/2026)",,,,,,,,,"Security
(31/05/2026-06/06/2026)","Kitchen
(07/06/2026-13/06/2026)","Test1
(14/06/2026-20/06/2026)",,"RASAR
(28/06/2026-04/07/2026)",,,"Test3
(19/07/2026-25/07/2026)",,"Test3
(02/08/2026-08/08/2026)",,,,,,,"Test1
(20/09/2026-26/09/2026)",,"Maintenance
(04/10/2026-10/10/2026)",,,,,,,,,,,,
1000072,Worker 72,,,,,,"Training
(08/02/2026-14/02/2026)",,,"Security
(01/03/2026-07/03/2026)",,,,,"Test3
(05/04/2026-11/04/2026)",,"Kitchen
(19/04/2026-25/04/2026)",,,,,,,,,,"Test2
(28/06/2026-04/07/2026)","Security
(05/07/2026-11/07/2026)",,,,,,,,,"Maintenance
(06/09/2026-12/09/2026)","RASAR
(13/09/2026-19/09/2026)",,,"RASAR
(04/10/2026-10/10/2026)",,,,,"Test2
(08/11/2026-14/11/2026)",,,,,,"Maintenance
(20/12/2026-26/12/2026)",
1000073,Worker 73,"Kitchen
(04/01/2026-10/01/2026)",,,"Kitchen
(25/01/2026-31/01/2026)",,"Test3
(08/02/2026-14/02/2026)",,"Maintenance
(22/02/2026-28/02/2026)","Guarding Duties
(01/03/2026-07/03/2026)",,"Training
(15/03/2026-21/03/2026)",,,,"Test2
(12/04/2026-18/04/2026)","Test2
(19/04/2026-25/04/2026)",,,,,,,"Test2
(07/06/2026-13/06/2026)","Test2
(14/06/2026-20/06/2026)",,,"Training
(05/07/2026-11/07/2026)",,"Test1
(19/07/2026-25/07/2026)",,,,,,,,,,,,,,,,"Kitchen
(08/11/2026-14/11/2026)",,,,,"Security
(13/12/2026-19/12/2026)",,
1000074,Worker 74,,"Security
(11/01/2026-17/01/2026)","Guarding Duties
(18/01/2026-24/01/2026)","Cleaning
(25/01/2026-31/01/2026)",,"RASAR
(08/02/2026-14/02/2026)","Test2
(15/02/2026-21/02/2026)","Cleaning
(22/02/2026-28/02/2026)",,,,,,"Kitchen
(05/04/2026-11/04/2026)",,"Training
(19/04/2026-25/04/2026)",,,,,"Test1
(24/05/2026-30/05/2026)",,"Training
(07/06/2026-13/06/2026)",,,,"Security
(05/07/2026-11/07/2026)",,,,,,,,,,,"Test2
(20/09/2026-26/09/2026)","Test2
(27/09/2026-03/10/2026)",,,,,,,"Test3
(15/11/2026-21/11/2026)","Test1
(22/11/2026-28/11/2026)",,"Maintenance
(06/12/2026-12/12/2026)",,"Training
(20/12/2026-26/12/2026)",
1000075,Worker 75,,,"Test2
(18/01/2026-24/01/2026)",,"Security
(01/02/2026-07/02/2026)","Test2
(08/02/2026-14/02/2026)",,"Security
(22/02/2026-28/02/2026)",,,"Guarding Duties
(15/03/2026-21/03/2026)","RASAR
(22/03/2026-28/03/2026)",,,,,,"Maintenance
(03/05/2026-09/05/2026)",,"RASAR
(17/05/2026-23/05/2026)",,,"Training
(07/06/2026-13/06/2026)",,,,,,,,"Maintenance
(02/08/2026-08/08/2026)",,"Training
(16/08/2026-22/08/2026)",,,,,,,,,,,,"Cleaning
(08/11/2026-14/11/2026)",,"Kitchen
(22/11/2026-28/11/2026)","Guarding Duties
(29/11/2026-05/12/2026)","Test1
(06/12/2026-12/12/2026)",,"Maintenance
(20/12/2026-26/12/2026)","Guarding Duties
(27/12/2026-02/01/2027)"
1000076,Worker 76,,,"Test3
(18/01/2026-24/01/2026)","Kitchen
(25/01/2026-31/01/2026)","Guarding Duties
(01/02/2026-07/02/2026)",,,,,,,,,,"Security
(12/04/2026-18/04/2026)",,"RASAR
(26/04/2026-02/05/2026)",,,,,,,,,,,"Training
(12/07/2026-18/07/2026)","Test2
(19/07/2026-25/07/2026)","Security
(26/07/2026-01/08/2026)",,,,"Cleaning
(23/08/2026-29/08/2026)",,"Test2
(06/09/2026-12/09/2026)","Kitchen
(13/09/2026-19/09/2026)","Kitchen
(20/09/2026-26/09/2026)",,,,,,"Test2
(01/11/2026-07/11/2026)",,,,,"Training
(06/12/2026-12/12/2026)",,"Cleaning
(20/12/2026-26/12/2026)",
1000077,Worker 77,,,,,,,"Maintenance
(15/02/2026-21/02/2026)","Test3
(22/02/2026-28/02/2026)","Test2
(01/03/2026-07/03/2026)","Cleaning
(08/03/2026-14/03/2026)",,,"Test2
(29/03/2026-04/04/2026)",,,,,,,,,,,,,"Maintenance
(28/06/2026-04/07/2026)",,,,,,,,,,,,"Kitchen
(20/09/2026-26/09/2026)","Test2
(27/09/2026-03/10/2026)","Guarding Duties
(04/10/2026-10/10/2026)",,,,"Test1
(01/11/2026-07/11/2026)",,,,,,,"Test1
(20/12/2026-26/12/2026)",
1000078,Worker 78,,,,"Training
(25/01/2026-31/01/2026)",,"Security
(08/02/2026-14/02/2026)",,"Training
(22/02/2026-28/02/2026)",,,,,,,"Kitchen
(12/04/2026-18/04/2026)","Guarding Duties
(19/04/2026-25/04/2026)",,,,,"Test2
(24/05/2026-30/05/2026)",,,,"Cleaning
(21/06/2026-27/06/2026)",,"Test3
(05/07/2026-11/07/2026)",,"Kitchen
(19/07/2026-25/07/2026)",,,,,,,,,"Kitchen
(20/09/2026-26/09/2026)",,,"Test1
(11/10/2026-17/10/2026)",,"Maintenance
(25/10/2026-31/10/2026)",,,,,"Guarding Duties
(29/11/2026-05/12/2026)","Training
(06/12/2026-12/12/2026)",,,"Test2
(27/12/2026-02/01/2027)"
1000079,Worker 79,"RASAR
(04/01/2026-10/01/2026)","Security
(11/01/2026-17/01/2026)",,"Security
(25/01/2026-31/01/2026)",,,,,,,,,"Kitchen
(29/03/2026-04/04/2026)",,"Test1
(12/04/2026-18/04/2026)",,,"Guarding Duties
(03/05/2026-09/05/2026)",,,,,"Guarding Duties
(07/06/2026-13/06/2026)",,"Cleaning
(21/06/2026-27/06/2026)","Cleaning
(28/06/2026-04/07/2026)","Test2
(05/07/2026-11/07/2026)",,,"Guarding Duties
(26/07/2026-01/08/2026)",,,"Kitchen
(16/08/2026-22/08/2026)",,"Test2
(30/08/2026-05/09/2026)",,,,,,,,,,,,,,,,,
1000080,Worker 80,,,,,"Test2
(01/02/2026-07/02/2026)",,,,"Cleaning
(01/03/2026-07/03/2026)",,,,,,,,,"Guarding Duties
(03/05/2026-09/05/2026)","Guarding Duties
(10/05/2026-16/05/2026)","Test1
(17/05/2026-23/05/2026)","Cleaning
(24/05/2026-30/05/2026)",,"Guarding Duties
(07/06/2026-13/06/2026)",,,,,,,"Cleaning
(26/07/2026-01/08/2026)","Test3
(02/08/2026-08/08/2026)",,,,"Security
(30/08/2026-05/09/2026)","Test1
(06/09/2026-12/09/2026)",,"Kitchen
(20/09/2026-26/09/2026)","Test1
(27/09/2026-03/10/2026)",,,,,,"RASAR
(08/11/2026-14/11/2026)","RASAR
(15/11/2026-21/11/2026)",,,,,,
1000081,Worker 81,"RASAR
(04/01/2026-10/01/2026)","Guarding Duties
(11/01/2026-17/01/2026)",,,"Test1
(01/02/2026-07/02/2026)",,"Guarding Duties
(15/02/2026-21/02/2026)","Security
(22/02/2026-28/02/2026)",,,"Guarding Duties
(15/03/2026-21/03/2026)",,,"RASAR
(05/04/2026-11/04/2026)",,,,,"Test2
(10/05/2026-16/05/2026)","Training
(17/05/2026-23/05/2026)","Cleaning
(24/05/2026-30/05/2026)",,,,"Test2
(21/06/2026-27/06/2026)",,,"Guarding Duties
(12/07/2026-18/07/2026)","Cleaning
(19/07/2026-25/07/2026)",,"RASAR
(02/08/2026-08/08/2026)","Training
(09/08/2026-15/08/2026)","Guarding Duties
(16/08/2026-22/08/2026)","Training
(23/08/2026-29/08/2026)","Training
(30/08/2026-05/09/2026)",,,,"Guarding Duties
(27/09/2026-03/10/2026)","Kitchen
(04/10/2026-10/10/2026)",,,,"RASAR
(01/11/2026-07/11/2026)",,,,,,,,
1000082,Worker 82,,,,,,"Maintenance
(08/02/2026-14/02/2026)","Test2
(15/02/2026-21/02/2026)",,,,,,,,,,,,,"Training
(17/05/2026-23/05/2026)","RASAR
(24/05/2026-30/05/2026)",,,"Test1
(14/06/2026-20/06/2026)",,,"Guarding Duties
(05/07/2026-11/07/2026)",,,,,,"Guarding Duties
(16/08/2026-22/08/2026)","Maintenance
(23/08/2026-29/08/2026)","Maintenance
(30/08/2026-05/09/2026)",,,,"RASAR
(27/09/2026-03/10/2026)",,,,,,,,"RASAR
(22/11/2026-28/11/2026)","Test2
(29/11/2026-05/12/2026)",,"Test2
(13/12/2026-19/12/2026)",,
1000083,Worker 83,,,"Training
(18/01/2026-24/01/2026)",,,,,"Cleaning
(22/02/2026-28/02/2026)",,"Training
(08/03/2026-14/03/2026)",,,,"Training
(05/04/2026-11/04/2026)","Kitchen
(12/04/2026-18/04/2026)",,"Maintenance
(26/04/2026-02/05/2026)",,,"Kitchen
(17/05/2026-23/05/2026)",,,,,,,,,"Kitchen
(19/07/2026-25/07/2026)",,,,,,,"Test2
(06/09/2026-12/09/2026)",,"Maintenance
(20/09/2026-26/09/2026)","Maintenance
(27/09/2026-03/10/2026)",,,"RASAR
(18/10/2026-24/10/2026)","Test1
(25/10/2026-31/10/2026)",,,"Training
(15/11/2026-21/11/2026)",,,"Cleaning
(06/12/2026-12/12/2026)",,,
1000084,Worker 84,,,,"Cleaning
(25/01/2026-31/01/2026)","Security
(01/02/2026-07/02/2026)",,"Training
(15/02/2026-21/02/2026)",,"RASAR
(01/03/2026-07/03/2026)","Cleaning
(08/03/2026-14/03/2026)","Guarding Duties
(15/03/2026-21/03/2026)","Test3
(22/03/2026-28/03/2026)",,,"RASAR
(12/04/2026-18/04/2026)",,"Security
(26/04/2026-02/05/2026)",,"Kitchen
(10/05/2026-16/05/2026)","Test3
(17/05/2026-23/05/2026)",,,"Security
(07/06/2026-13/06/2026)",,,,"Kitchen
(05/07/2026-11/07/2026)",,,"RASAR
(26/07/2026-01/08/2026)",,,,"Test3
(23/08/2026-29/08/2026)",,"RASAR
(06/09/2026-12/09/2026)","Test1
(13/09/2026-19/09/2026)",,,,,,,"Security
(01/11/2026-07/11/2026)",,,,,,,,"Test2
(27/12/2026-02/01/2027)"
1000085,Worker 85,"Guarding Duties
(04/01/2026-10/01/2026)","Training
(11/01/2026-17/01/2026)",,"Training
(25/01/2026-31/01/2026)",,,"Test3
(15/02/2026-21/02/2026)","Cleaning
(22/02/2026-28/02/2026)",,,"Guarding Duties
(15/03/2026-21/03/2026)","Maintenance
(22/03/2026-28/03/2026)",,,,"Test1
(19/04/2026-25/04/2026)","Training
(26/04/2026-02/05/2026)",,,"Security
(17/05/2026-23/05/2026)",,,,,,,,"Security
(12/07/2026-18/07/2026)",,,"RASAR
(02/08/2026-08/08/2026)",,,,,"Training
(06/09/2026-12/09/2026)","Guarding Duties
(13/09/2026-19/09/2026)","Maintenance
(20/09/2026-26/09/2026)",,"Test3
(04/10/2026-10/10/2026)","Maintenance
(11/10/2026-17/10/2026)",,,,,,,,,,,
1000086,Worker 86,,"Kitchen
(11/01/2026-17/01/2026)",,"Training
(25/01/2026-31/01/2026)","Test3
(01/02/2026-07/02/2026)",,,"Test3
(22/02/2026-28/02/2026)",,,,,"Cleaning
(29/03/2026-04/04/2026)",,,,,,,,"Kitchen
(24/05/2026-30/05/2026)","Guarding Duties
(31/05/2026-06/06/2026)",,,"Kitchen
(21/06/2026-27/06/2026)",,"Kitchen
(05/07/2026-11/07/2026)","Cleaning
(12/07/2026-18/07/2026)",,"RASAR
(26/07/2026-01/08/2026)",,,,,,,,,"Maintenance
(27/09/2026-03/10/2026)",,,,"Test3
(25/10/2026-31/10/2026)","Cleaning
(01/11/2026-07/11/2026)",,,"Security
(22/11/2026-28/11/2026)",,,,,
1000087,Worker 87,"Training
(04/01/2026-10/01/2026)","Maintenance
(11/01/2026-17/01/2026)",,,,,"Cleaning
(15/02/2026-21/02/2026)",,,"Guarding Duties
(08/03/2026-14/03/2026)",,,"Guarding Duties
(29/03/2026-04/04/2026)",,,,,"Test1
(03/05/2026-09/05/2026)",,,,,,,"Test1
(21/06/2026-27/06/2026)",,,,"RASAR
(19/07/2026-25/07/2026)",,"RASAR
(02/08/2026-08/08/2026)",,"Test1
(16/08/2026-22/08/2026)",,,,,,,"Guarding Duties
(04/10/2026-10/10/2026)",,"Training
(18/10/2026-24/10/2026)","Kitchen
(25/10/2026-31/10/2026)",,,,,,"Cleaning
(06/12/2026-12/12/2026)","Guarding Duties
(13/12/2026-19/12/2026)",,
1000088,Worker 88,,"Guarding Duties
(11/01/2026-17/01/2026)",,"Guarding Duties
(25/01/2026-31/01/2026)","Training
(01/02/2026-07/02/2026)","RASAR
(08/02/2026-14/02/2026)",,,"Cleaning
(01/03/2026-07/03/2026)",,"Maintenance
(15/03/2026-21/03/2026)","Test2
(22/03/2026-28/03/2026)",,,,,"Kitchen
(26/04/2026-02/05/2026)","RASAR
(03/05/2026-09/05/2026)",,"Test3
(17/05/2026-23/05/2026)",,,,"Guarding Duties
(14/06/2026-20/06/2026)",,,"Test2
(05/07/2026-11/07/2026)","Kitchen
(12/07/2026-18/07/2026)","RASAR
(19/07/2026-25/07/2026)",,"RASAR
(02/08/2026-08/08/2026)",,,,,"Security
(06/09/2026-12/09/2026)",,"Test1
(20/09/2026-26/09/2026)",,"Test3
(04/10/2026-10/10/2026)",,"Kitchen
(18/10/2026-24/10/2026)",,,,,,"Cleaning
(29/11/2026-05/12/2026)",,"Test3
(13/12/2026-19/12/2026)",,"Training
(27/12/2026-02/01/2027)"
1000089,Worker 89,,,,,"Test2
(01/02/2026-07/02/2026)","Guarding Duties
(08/02/2026-14/02/2026)",,,,"Maintenance
(08/03/2026-14/03/2026)","Guarding Duties
(15/03/2026-21/03/2026)",,,,,,,,,,,,,,"Security
(21/06/2026-27/06/2026)","Test1
(28/06/2026-04/07/2026)",,"Test2
(12/07/2026-18/07/2026)","Security
(19/07/2026-25/07/2026)",,,"Maintenance
(09/08/2026-15/08/2026)",,,,,,,,,,,,,,,"Security
(22/11/2026-28/11/2026)",,,,"Maintenance
(20/12/2026-26/12/2026)",
1000090,Worker 90,,,"Cleaning
(18/01/2026-24/01/2026)","Kitchen
(25/01/2026-31/01/2026)",,,,,,"Test1
(08/03/2026-14/03/2026)",,"Maintenance
(22/03/2026-28/03/2026)","Maintenance
(29/03/2026-04/04/2026)","Security
(05/04/2026-11/04/2026)",,,,,,,,"Training
(31/05/2026-06/06/2026)",,,,,"Maintenance
(05/07/2026-11/07/2026)",,,"Kitchen
(26/07/2026-01/08/2026)",,,,,"Cleaning
(30/08/2026-05/09/2026)",,"RASAR
(13/09/2026-19/09/2026)",,,,"Maintenance
(11/10/2026-17/10/2026)",,,,,"Test2
(15/11/2026-21/11/2026)",,,"Test3
(06/12/2026-12/12/2026)","Guarding Duties
(13/12/2026-19/12/2026)",,
1000091,Worker 91,,,,,,,,"Cleaning
(22/02/2026-28/02/2026)",,"Test2
(08/03/2026-14/03/2026)",,,,"Security
(05/04/2026-11/04/2026)",,"Cleaning
(19/04/2026-25/04/2026)",,,"Test1
(10/05/2026-16/05/2026)","Kitchen
(17/05/2026-23/05/2026)",,,"Security
(07/06/2026-13/06/2026)",,"Security
(21/06/2026-27/06/2026)",,,"RASAR
(12/07/2026-18/07/2026)","Kitchen
(19/07/2026-25/07/2026)",,,,,"Kitchen
(23/08/2026-29/08/2026)",,,,,,"Guarding Duties
(04/10/2026-10/10/2026)",,"Maintenance
(18/10/2026-24/10/2026)",,"Guarding Duties
(01/11/2026-07/11/2026)",,"Test3
(15/11/2026-21/11/2026)","Test3
(22/11/2026-28/11/2026)","RASAR
(29/11/2026-05/12/2026)","Cleaning
(06/12/2026-12/12/2026)","Test1
(13/12/2026-19/12/2026)",,
1000092,Worker 92,,"Training
(11/01/2026-17/01/2026)",,,,"Security
(08/02/2026-14/02/2026)",,,"RASAR
(01/03/2026-07/03/2026)","Kitchen
(08/03/2026-14/03/2026)","Test1
(15/03/2026-21/03/2026)","Guarding Duties
(22/03/2026-28/03/2026)",,,,"Security
(19/04/2026-25/04/2026)",,"Cleaning
(03/05/2026-09/05/2026)",,,"Training
(24/05/2026-30/05/2026)",,,"Guarding Duties
(14/06/2026-20/06/2026)",,,,"Test3
(12/07/2026-18/07/2026)","Test1
(19/07/2026-25/07/2026)",,,"Kitchen
(09/08/2026-15/08/2026)","Cleaning
(16/08/2026-22/08/2026)",,,,"Test3
(13/09/2026-19/09/2026)",,"Test3
(27/09/2026-03/10/2026)",,"Security
(11/10/2026-17/10/2026)",,,"Test1
(01/11/2026-07/11/2026)","Security
(08/11/2026-14/11/2026)","RASAR
(15/11/2026-21/11/2026)",,"RASAR
(29/11/2026-05/12/2026)",,"Security
(13/12/2026-19/12/2026)",,
1000093,Worker 93,"Guarding Duties
(04/01/2026-10/01/2026)",,,,"Training
(01/02/2026-07/02/2026)","Maintenance
(08/02/2026-14/02/2026)","Test1
(15/02/2026-21/02/2026)","Test2
(22/02/2026-28/02/2026)",,,"Test1
(15/03/2026-21/03/2026)",,,"RASAR
(05/04/2026-11/04/2026)",,,"Test1
(26/04/2026-02/05/2026)",,"Test3
(10/05/2026-16/05/2026)","Security
(17/05/2026-23/05/2026)",,,"Test1
(07/06/2026-13/06/2026)","Guarding Duties
(14/06/2026-20/06/2026)",,"Cleaning
(28/06/2026-04/07/2026)",,,,,,,,,,,,,,,"Training
(11/10/2026-17/10/2026)",,,,,,,,"Cleaning
(06/12/2026-12/12/2026)","Cleaning
(13/12/2026-19/12/2026)",,"Test3
(27/12/2026-02/01/2027)"
1000094,Worker 94,"Maintenance
(04/01/2026-10/01/2026)","Guarding Duties
(11/01/2026-17/01/2026)",,"Training
(25/01/2026-31/01/2026)","Test3
(01/02/2026-07/02/2026)",,,,,,"Cleaning
(15/03/2026-21/03/2026)",,,,"Security
(12/04/2026-18/04/2026)",,,"Guarding Duties
(03/05/2026-09/05/2026)","RASAR
(10/05/2026-16/05/2026)",,,"Security
(31/05/2026-06/06/2026)",,,,,,"Training
(12/07/2026-18/07/2026)",,,,,"RASAR
(16/08/2026-22/08/2026)",,,,,"Guarding Duties
(20/09/2026-26/09/2026)",,"Test3
(04/10/2026-10/10/2026)",,,"Maintenance
(25/10/2026-31/10/2026)",,,,,"Maintenance
(29/11/2026-05/12/2026)",,"Test2
(13/12/2026-19/12/2026)",,
1000095,Worker 95,"Test3
(04/01/2026-10/01/2026)",,,,,,"Test1
(15/02/2026-21/02/2026)",,"Cleaning
(01/03/2026-07/03/2026)",,,,"RASAR
(29/03/2026-04/04/2026)",,,,"Training
(26/04/2026-02/05/2026)",,,,"Security
(24/05/2026-30/05/2026)",,,"RASAR
(14/06/2026-20/06/2026)",,"Cleaning
(28/06/2026-04/07/2026)",,,,,,"Test1
(09/08/2026-15/08/2026)",,"Test2
(23/08/2026-29/08/2026)","Test2
(30/08/2026-05/09/2026)","Test1
(06/09/2026-12/09/2026)",,"RASAR
(20/09/2026-26/09/2026)","Maintenance
(27/09/2026-03/10/2026)","RASAR
(04/10/2026-10/10/2026)","Training
(11/10/2026-17/10/2026)",,,,,,"Test3
(22/11/2026-28/11/2026)",,,"Guarding Duties
(13/12/2026-19/12/2026)",,
1000096,Worker 96,"RASAR
(04/01/2026-10/01/2026)",,,,,"Test1
(08/02/2026-14/02/2026)","Kitchen
(15/02/2026-21/02/2026)","RASAR
(22/02/2026-28/02/2026)",,,,,,,"Test2
(12/04/2026-18/04/2026)",,,,,,"Cleaning
(24/05/2026-30/05/2026)",,,,,,"RASAR
(05/07/2026-11/07/2026)","Cleaning
(12/07/2026-18/07/2026)",,"Test1
(26/07/2026-01/08/2026)",,,,,"Maintenance
(30/08/2026-05/09/2026)","Security
(06/09/2026-12/09/2026)","RASAR
(13/09/2026-19/09/2026)",,,"Security
(04/10/2026-10/10/2026)",,,"Test3
(25/10/2026-31/10/2026)",,,,"Training
(22/11/2026-28/11/2026)",,"RASAR
(06/12/2026-12/12/2026)",,,
1000097,Worker 97,,,"Security
(18/01/2026-24/01/2026)",,,,,,,"Cleaning
(08/03/2026-14/03/2026)",,,"Guarding Duties
(29/03/2026-04/04/2026)","RASAR
(05/04/2026-11/04/2026)","Training
(12/04/2026-18/04/2026)",,"Cleaning
(26/04/2026-02/05/2026)",,"RASAR
(10/05/2026-16/05/2026)",,,,"Test1
(07/06/2026-13/06/2026)",,"Training
(21/06/2026-27/06/2026)",,,,,,"Security
(02/08/2026-08/08/2026)",,,,,"RASAR
(06/09/2026-12/09/2026)","Security
(13/09/2026-19/09/2026)",,,,"Guarding Duties
(11/10/2026-17/10/2026)",,,,,,"Kitchen
(22/11/2026-28/11/2026)",,,,,
1000098,Worker 98,"Maintenance
(04/01/2026-10/01/2026)",,"Test2
(18/01/2026-24/01/2026)",,"Training
(01/02/2026-07/02/2026)",,,,"Guarding Duties
(01/03/2026-07/03/2026)",,,"Test2
(22/03/2026-28/03/2026)",,"Training
(05/04/2026-11/04/2026)","Security
(12/04/2026-18/04/2026)",,"Test2
(26/04/2026-02/05/2026)",,,,,,,"Training
(14/06/2026-20/06/2026)",,,"Security
(05/07/2026-11/07/2026)",,,"Test3
(26/07/2026-01/08/2026)",,,,,,,"Training
(13/09/2026-19/09/2026)","Security
(20/09/2026-26/09/2026)",,,"Test3
(11/10/2026-17/10/2026)",,"Test1
(25/10/2026-31/10/2026)","Guarding Duties
(01/11/2026-07/11/2026)","Training
(08/11/2026-14/11/2026)",,,,,,"Security
(20/12/2026-26/12/2026)",
1000099,Worker 99,"Maintenance
(04/01/2026-10/01/2026)","Test1
(11/01/2026-17/01/2026)",,,,,,,"Kitchen
(01/03/2026-07/03/2026)",,,,,,,,,,"Test3
(10/05/2026-16/05/2026)",,,,,,,,,,,,,,,,,,"Test2
(13/09/2026-19/09/2026)",,"RASAR
(27/09/2026-03/10/2026)","Test2
(04/10/2026-10/10/2026)","Test2
(11/10/2026-17/10/2026)",,"Cleaning
(25/10/2026-31/10/2026)",,,"Guarding Duties
(15/11/2026-21/11/2026)",,"RASAR
(29/11/2026-05/12/2026)",,,,
1000100,Worker 100,,,"Security
(18/01/2026-24/01/2026)",,,,,,,,,,,,,,,,"Maintenance
(10/05/2026-16/05/2026)",,,,,,,,"RASAR
(05/07/2026-11/07/2026)","Test1
(12/07/2026-18/07/2026)",,,"Security
(02/08/2026-08/08/2026)","Test1
(09/08/2026-15/08/2026)","RASAR
(16/08/2026-22/08/2026)","Cleaning
(23/08/2026-29/08/2026)",,"Kitchen
(06/09/2026-12/09/2026)","Training
(13/09/2026-19/09/2026)",,"Security
(27/09/2026-03/10/2026)","Cleaning
(04/10/2026-10/10/2026)","Test3
(11/10/2026-17/10/2026)",,,"Maintenance
(01/11/2026-07/11/2026)",,,"Test2
(22/11/2026-28/11/2026)",,,,,
1000101,Worker 101,,"Security
(11/01/2026-17/01/2026)",,,"Training
(01/02/2026-07/02/2026)","Security
(08/02/2026-14/02/2026)","RASAR
(15/02/2026-21/02/2026)","Training
(22/02/2026-28/02/2026)","Kitchen
(01/03/2026-07/03/2026)",,,,,,,,,"Kitchen
(03/05/2026-09/05/2026)","Maintenance
(10/05/2026-16/05/2026)",,"Test1
(24/05/2026-30/05/2026)",,,,"Test1
(21/06/2026-27/06/2026)",,"Test3
(05/07/2026-11/07/2026)","Training
(12/07/2026-18/07/2026)",,,,,,,,,,,"Guarding Duties
(27/09/2026-03/10/2026)",,"Cleaning
(11/10/2026-17/10/2026)",,,,,,,,,,"Maintenance
(20/12/2026-26/12/2026)",
1000102,Worker 102,"Training
(04/01/2026-10/01/2026)",,,"RASAR
(25/01/2026-31/01/2026)",,"Test2
(08/02/2026-14/02/2026)",,,,,,,"Maintenance
(29/03/2026-04/04/2026)",,,,,,"Kitchen
(10/05/2026-16/05/2026)","RASAR
(17/05/2026-23/05/2026)",,,,,,"Test3
(28/06/2026-04/07/2026)",,,,,"Test1
(02/08/2026-08/08/2026)","Cleaning
(09/08/2026-15/08/2026)",,,"Training
(30/08/2026-05/09/2026)",,"Test1
(13/09/2026-19/09/2026)","Kitchen
(20/09/2026-26/09/2026)",,,,,,,,,,"Security
(29/11/2026-05/12/2026)",,,,
1000103,Worker 103,,"Security
(11/01/2026-17/01/2026)",,,"Security
(01/02/2026-07/02/2026)",,,,,"RASAR
(08/03/2026-14/03/2026)",,,"Security
(29/03/2026-04/04/2026)",,"Training
(12/04/2026-18/04/2026)",,"Maintenance
(26/04/2026-02/05/2026)",,,,,,,,,,,,,,,,,,,"Test1
(06/09/2026-12/09/2026)",,,,,,,,,,,,"Test1
(29/11/2026-05/12/2026)",,,"Test2
(20/12/2026-26/12/2026)",
1000104,Worker 104,,,"Security
(18/01/2026-24/01/2026)",,"Maintenance
(01/02/2026-07/02/2026)",,,,,"Kitchen
(08/03/2026-14/03/2026)",,,,"Guarding Duties
(05/04/2026-11/04/2026)",,,,,,,,,,,,"RASAR
(28/06/2026-04/07/2026)","Kitchen
(05/07/2026-11/07/2026)",,,"Security
(26/07/2026-01/08/2026)",,,"Test2
(16/08/2026-22/08/2026)",,,,"Test2
(13/09/2026-19/09/2026)",,"RASAR
(27/09/2026-03/10/2026)",,,,,,"Maintenance
(08/11/2026-14/11/2026)",,,,"Test3
(06/12/2026-12/12/2026)",,,"Security
(27/12/2026-02/01/2027)"
1000105,Worker 105,,"RASAR
(11/01/2026-17/01/2026)",,,,"Security
(08/02/2026-14/02/2026)",,,"Training
(01/03/2026-07/03/2026)",,,,,"Training
(05/04/2026-11/04/2026)",,,,,"Test2
(10/05/2026-16/05/2026)",,"Training
(24/05/2026-30/05/2026)","Maintenance
(31/05/2026-06/06/2026)",,,,,,"Training
(12/07/2026-18/07/2026)",,,"Cleaning
(02/08/2026-08/08/2026)","RASAR
(09/08/2026-15/08/2026)",,,,,,,,,,"Guarding Duties
(18/10/2026-24/10/2026)",,"Training
(01/11/2026-07/11/2026)","Cleaning
(08/11/2026-14/11/2026)",,"Guarding Duties
(22/11/2026-28/11/2026)","Security
(29/11/2026-05/12/2026)",,,"Training
(20/12/2026-26/12/2026)","Test3
(27/12/2026-02/01/2027)"
